phase,dataset,variant,seed,git_sha,timestamp,host,N,Dim,ef_ref,density_time_s,Build_Time_s,Memory_MB,Recall_pct,CV,Avg_Degree,M_low,M_high
1,mnist,vanilla,42,cc762e4,2026-09-04T18:46:01,hallasan,60000,784,149,0.0,644.9106297492981,153.33556,99.29,,30.985248895618376,,
1,mnist,rp,42,cc762e4,2026-09-04T18:55:03,hallasan,60000,784,149,5.352962732315064,535.7897040843964,97.636419,98.13,0.2633617197445662,17.76852646214833,9.0,22.0
1,mnist,pca,42,cc762e4,2026-09-04T19:04:04,hallasan,60000,784,149,11.396843671798706,529.6911759376526,97.569455,98.21,0.2673890893565431,17.801685826025125,9.0,22.0
1,mnist,lsh,42,cc762e4,2026-09-04T19:13:00,hallasan,60000,784,149,5.662508010864258,529.8803131580353,97.705791,98.17,0.2606214466378448,17.78436243198486,9.0,22.0
