phase,dataset,variant,seed,git_sha,timestamp,host,N,Dim,ef_ref,threads,repeat,build_time_s,edges,avg_degree,Recall_pct,CV,M_index,ef_construction
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:19:49,hallasan,60000,128,101,9,0,0.7124309539794922,858267,14.30445,96.83,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:19:49,hallasan,60000,128,101,9,1,0.7127959728240967,857570,14.292833333333334,,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:19:50,hallasan,60000,128,101,9,2,0.7184057235717773,857213,14.286883333333334,,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:19:51,hallasan,60000,128,101,10,0,0.7183539867401123,857905,14.298416666666666,96.80999999999999,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:19:52,hallasan,60000,128,101,10,1,0.6991724967956543,857631,14.29385,,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:19:52,hallasan,60000,128,101,10,2,0.7156214714050293,857154,14.2859,,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:19:53,hallasan,60000,128,101,11,0,0.7166943550109863,857509,14.291816666666668,96.64000000000001,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:19:54,hallasan,60000,128,101,11,1,0.7055938243865967,857717,14.295283333333334,,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:19:54,hallasan,60000,128,101,11,2,0.7171831130981445,857876,14.297933333333333,,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:19:55,hallasan,60000,128,101,12,0,0.715540885925293,857618,14.293633333333334,96.75999999999999,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:19:56,hallasan,60000,128,101,12,1,0.7114477157592773,857291,14.288183333333333,,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:19:57,hallasan,60000,128,101,12,2,0.7172753810882568,857359,14.289316666666666,,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:19:57,hallasan,60000,128,101,13,0,0.7091097831726074,856877,14.281283333333333,96.62,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:19:58,hallasan,60000,128,101,13,1,0.6957533359527588,858118,14.301966666666667,,0.2103582810070143,21,100
